"","Taxid","Name","OTU","Perc"
"61",29433,"Moraxella ovis",1,0.0076593137254902
"65",33946,"Kurthia gibsonii",1,0.0076593137254902
"66",35837,"Desulfacinum infernum",1,0.0076593137254902
"68",40041,"Streptococcus equi subsp. zooepidemicus",1,0.0076593137254902
"69",40137,"Oligotropha carboxidovorans",1,0.0076593137254902
"70",43617,"Mesorhizobium mediterraneum",1,0.0076593137254902
"72",44007,"Enterococcus pseudoavium",1,0.0076593137254902
"75",57732,"Enterococcus asini",1,0.0076593137254902
"77",65786,"Hydrogenophaga intermedia",1,0.0076593137254902
"78",69966,"Macrococcus caseolyticus",1,0.0076593137254902
"79",69969,"Macrococcus carouselicus",1,0.0076593137254902
"85",86664,"Bacillus flexus",1,0.0076593137254902
"86",90242,"Neisseria iguanae",1,0.0076593137254902
"89",112904,"Enterococcus villorum",1,0.0076593137254902
"93",140314,"Trichococcus palustris",1,0.0076593137254902
"94",147449,"Staphylococcus carnosus subsp. utilis",1,0.0076593137254902
"95",147453,"Staphylococcus saprophyticus subsp. bovis",1,0.0076593137254902
"97",155085,"Staphylococcus lutrae",1,0.0076593137254902
"103",195749,"Promicromonospora aerolata",1,0.0076593137254902
"105",201828,"Staphylococcus succinus subsp. casei",1,0.0076593137254902
"106",201829,"Staphylococcus equorum subsp. linens",1,0.0076593137254902
"107",202952,"Acinetobacter gerneri",1,0.0076593137254902
"108",214473,"Staphylococcus nepalensis",1,0.0076593137254902
"109",218144,"Vagococcus carniphilus",1,0.0076593137254902
"110",225844,"Bacillus algicola",1,0.0076593137254902
"111",229549,"Streptococcus minor",1,0.0076593137254902
"112",243629,"Hydrocarboniphaga effusa",1,0.0076593137254902
"113",246144,"Enterococcus italicus",1,0.0076593137254902
"116",255045,"Bradyrhizobium canariense",1,0.0076593137254902
"119",280332,"Bradyrhizobium jicamae",1,0.0076593137254902
"121",283734,"Staphylococcus pseudintermedius",1,0.0076593137254902
"122",306541,"Halolactibacillus miurensis",1,0.0076593137254902
"123",307126,"Lactobacillus apodemi",1,0.0076593137254902
"124",312253,"Bradyrhizobium tropiciagri",1,0.0076593137254902
"126",328552,"Bradyrhizobium denitrificans",1,0.0076593137254902
"129",380393,"Lactobacillus namurensis",1,0.0076593137254902
"130",384613,"Streptococcus dentirousetti",1,0.0076593137254902
"131",433663,"Nocardioides islandensis",1,0.0076593137254902
"132",441950,"Bradyrhizobium iriomotense",1,0.0076593137254902
"133",481722,"Lactobacillus kisonensis",1,0.0076593137254902
"134",483012,"Lactobacillus cacaonum",1,0.0076593137254902
"136",525379,"Streptococcus equinus ATCC 9812",1,0.0076593137254902
"137",553636,"Lysobacter korlensis",1,0.0076593137254902
"138",582851,"Oceanobacillus sojae",1,0.0076593137254902
"147",875093,"Streptococcus pseudoporcinus LQ 940-04",1,0.0076593137254902
"156",911238,"Staphylococcus simiae CCM 7213 = CCUG 51256",1,0.0076593137254902
"157",940190,"Melissococcus plutonius ATCC 35311",1,0.0076593137254902
"159",1071886,"Streptococcus troglodytidis",1,0.0076593137254902
"161",1139996,"Enterococcus saccharolyticus subsp. saccharolyticus ATCC 43076",1,0.0076593137254902
"165",1235755,"Salinicoccus carnicancri Crm",1,0.0076593137254902
"166",1272910,"Streptococcus anginosus subsp. whileyi",1,0.0076593137254902
"172",1352223,"Streptococcus dentiloxodontae",1,0.0076593137254902
"174",1452742,"Streptomyces burgazadensis",1,0.0076593137254902
"178",1513898,"Tetragenococcus halophilus subsp. flandriensis",1,0.0076593137254902
"182",1572762,"Xylanibacillus composti",1,0.0076593137254902
"185",1583331,"Porphyromonas pasteri",1,0.0076593137254902
"186",1654716,"Bradyrhizobium viridifuturi",1,0.0076593137254902
"193",2026188,"Bacillus tropicus",1,0.0076593137254902
