"","Taxid","Name","OTU","Perc"
"74",1614,"Lactobacillus fructivorans",1,0.00118278806803397
"75",1626,"Lactobacillus sharpeae",1,0.00118278806803397
"76",1641,"Listeria grayi",1,0.00118278806803397
"78",2024,"Thermoactinomyces intermedius",1,0.00118278806803397
"79",2739,"Vagococcus salmoninarum",1,0.00118278806803397
"81",2749,"Carnobacterium gallinarum",1,0.00118278806803397
"82",2750,"Carnobacterium mobile",1,0.00118278806803397
"86",28038,"Lactobacillus curvatus",1,0.00118278806803397
"97",29430,"Acinetobacter haemolyticus",1,0.00118278806803397
"98",29432,"Psychrobacter phenylpyruvicus",1,0.00118278806803397
"99",29433,"Moraxella ovis",1,0.00118278806803397
"100",29448,"Bradyrhizobium elkanii",1,0.00118278806803397
"104",33935,"Lysinibacillus macroides",1,0.00118278806803397
"105",33942,"Brevibacillus thermoruber",1,0.00118278806803397
"106",33946,"Kurthia gibsonii",1,0.00118278806803397
"107",35837,"Desulfacinum infernum",1,0.00118278806803397
"109",38875,"Bacillus oleronius",1,0.00118278806803397
"111",40137,"Oligotropha carboxidovorans",1,0.00118278806803397
"112",41170,"Exiguobacterium acetylicum",1,0.00118278806803397
"113",42858,"Staphylococcus lentus",1,0.00118278806803397
"114",43064,"Trichococcus pasteurii",1,0.00118278806803397
"117",44008,"Enterococcus cecorum",1,0.00118278806803397
"118",45242,"Capnocytophaga granulosa",1,0.00118278806803397
"125",47715,"Lactobacillus rhamnosus",1,0.00118278806803397
"126",51664,"Lactobacillus dextrinicus",1,0.00118278806803397
"127",53344,"Staphylococcus delphini",1,0.00118278806803397
"128",53345,"Enterococcus durans",1,0.00118278806803397
"130",54910,"Brevibacillus centrosporus",1,0.00118278806803397
"131",55085,"Streptococcus thoraltensis",1,0.00118278806803397
"134",57037,"Lactobacillus zeae",1,0.00118278806803397
"136",59840,"Paenibacillus curdlanolyticus",1,0.00118278806803397
"151",78544,"Pseudomonas gessardii",1,0.00118278806803397
"152",79882,"Bacillus halmapalus",1,0.00118278806803397
"153",82803,"Trichococcus flocculiformis",1,0.00118278806803397
"155",88233,"Lactobacillus manihotivorans",1,0.00118278806803397
"156",90242,"Neisseria iguanae",1,0.00118278806803397
"158",99907,"Alkalibacterium olivapovliticus",1,0.00118278806803397
"160",105612,"Lactobacillus algidus",1,0.00118278806803397
"162",115979,"Bacillus nealsonii",1,0.00118278806803397
"163",119206,"Aerococcus sanguinicola",1,0.00118278806803397
"172",147468,"Staphylococcus sciuri subsp. carnaticus",1,0.00118278806803397
"175",150033,"Enterococcus ratti",1,0.00118278806803397
"180",157076,"Trichococcus collinsii",1,0.00118278806803397
"182",157228,"Jeotgalicoccus psychrophilus",1,0.00118278806803397
"185",169177,"Exiguobacterium undae",1,0.00118278806803397
"188",176090,"Streptococcus sinensis",1,0.00118278806803397
"190",178774,"Bacillus luciferensis",1,0.00118278806803397
"192",181658,"Aquaspirillum putridiconchylium",1,0.00118278806803397
"193",182710,"Oceanobacillus iheyensis",1,0.00118278806803397
"198",198616,"Pseudomonas jinjuensis",1,0.00118278806803397
"204",218206,"Desulfovibrio capillatus",1,0.00118278806803397
"206",224030,"Staphylococcus succinus subsp. succinus",1,0.00118278806803397
"207",226900,"Bacillus cereus ATCC 14579",1,0.00118278806803397
"208",227866,"Bacillus tequilensis",1,0.00118278806803397
"209",228899,"Bacillus asahii",1,0.00118278806803397
"211",238015,"Lactobacillus vini",1,0.00118278806803397
"215",253160,"Planomicrobium stackebrandtii",1,0.00118278806803397
"218",255045,"Bradyrhizobium canariense",1,0.00118278806803397
"220",258723,"Marinilactibacillus piezotolerans",1,0.00118278806803397
"221",266892,"Salibacterium qingdaonense",1,0.00118278806803397
"222",267363,"Lactobacillus zymae",1,0.00118278806803397
"224",272775,"Oceanobacillus oncorhynchi subsp. incaldanensis",1,0.00118278806803397
"228",287094,"Alteromonas addita",1,0.00118278806803397
"229",293386,"Bacillus stratosphericus",1,0.00118278806803397
"231",313439,"Streptococcus massiliensis",1,0.00118278806803397
"234",326522,"Neisseria animaloris",1,0.00118278806803397
"235",328552,"Bradyrhizobium denitrificans",1,0.00118278806803397
"236",332949,"Enterococcus silesiacus",1,0.00118278806803397
"241",371036,"Bacillus acidiceler",1,0.00118278806803397
"242",392011,"Alicyclobacillus fastidiosus",1,0.00118278806803397
"244",392589,"Perlucidibaca piscinae",1,0.00118278806803397
"246",418856,"Nevskia soli",1,0.00118278806803397
"249",426703,"Alkalibacterium putridalgicola",1,0.00118278806803397
"250",439219,"Streptococcus henryi",1,0.00118278806803397
"255",483011,"Lactobacillus fabifermentans",1,0.00118278806803397
"257",494026,"Paenibacillus glacialis",1,0.00118278806803397
"258",516700,"Jeotgalicoccus marinus",1,0.00118278806803397
"259",519081,"Aquitalea denitrificans",1,0.00118278806803397
"260",522262,"Staphylococcus rostri",1,0.00118278806803397
"267",574376,"Bacillus manliponensis",1,0.00118278806803397
"268",575178,"Anoxybacillus calidus",1,0.00118278806803397
"269",576118,"Salinicoccus qingdaonensis",1,0.00118278806803397
"273",643214,"Staphylococcus stepanovicii",1,0.00118278806803397
"274",651866,"Anoxybacillus eryuanensis",1,0.00118278806803397
"277",673318,"Bacillus deserti",1,0.00118278806803397
"280",694059,"Thermoanaerobacter pentosaceus",1,0.00118278806803397
"282",713585,"Thioalkalivibrio paradoxus ARh 1",1,0.00118278806803397
"283",714307,"Salinicoccus kekensis",1,0.00118278806803397
"287",762845,"Enterococcus rivorum",1,0.00118278806803397
"292",866780,"Bacillus zhanjiangensis",1,0.00118278806803397
"302",889205,"Streptococcus pseudopneumoniae ATCC BAA-960 = CCUG 49455",1,0.00118278806803397
"304",910939,"Streptococcus hongkongensis",1,0.00118278806803397
"306",930146,"Bacillus persicus",1,0.00118278806803397
"308",985762,"Staphylococcus agnetis",1,0.00118278806803397
"311",1005941,"Planococcus halocryophilus Or1",1,0.00118278806803397
"312",1030841,"Neisseria wadsworthii 9715",1,0.00118278806803397
"314",1046596,"Lactobacillus mali KCTC 3596 = DSM 20444",1,0.00118278806803397
"316",1070421,"Weissella fabalis",1,0.00118278806803397
"317",1071886,"Streptococcus troglodytidis",1,0.00118278806803397
"318",1073415,"Salinicoccus halitifaciens",1,0.00118278806803397
"319",1073423,"Carnobacterium iners",1,0.00118278806803397
"321",1080072,"Streptococcus dentasini",1,0.00118278806803397
"330",1176535,"Lysobacter hankyongensis",1,0.00118278806803397
"333",1178540,"Bacillus zhangzhouensis",1,0.00118278806803397
"336",1208599,"Bacillus cihuensis",1,0.00118278806803397
"344",1291743,"Lactobacillus oryzae JCM 18671",1,0.00118278806803397
"345",1291764,"Lactococcus fujiensis JCM 16395",1,0.00118278806803397
"346",1293597,"Lactobacillus equicursoris DSM 19284 = JCM 14600 = CIP 110162",1,0.00118278806803397
"348",1347903,"Bacillus wuyishanensis",1,0.00118278806803397
"354",1423812,"Lactobacillus uvarum DSM 19971",1,0.00118278806803397
"355",1429083,"Pseudomonas hussainii",1,0.00118278806803397
"356",1448272,"Alteribacillus alkaliphilus",1,0.00118278806803397
"364",1518501,"Bradyrhizobium valentinum",1,0.00118278806803397
"372",1643336,"Bacillus maritimus",1,0.00118278806803397
"375",1814128,"Streptococcus halotolerans",1,0.00118278806803397
"380",1917441,"Streptococcus ruminantium",1,0.00118278806803397
"381",1936063,"Oceanobacillus senegalensis",1,0.00118278806803397
"386",2026190,"Bacillus mobilis",1,0.00118278806803397
